Title,NP without modification,Surface modification,SizeTEM (nm),Zeta potential,Incubation protein source,Incubation plasma concentration (v/v%),Incubation NP concentration (mg/L),Centrifugation speed (g),Centrifugation time （min）,Certrifugation temperature (℃),NP type,NP shape,Dispersion medium,Dispersion medium pH,SizeDLS (nm),PDI,Incubation culture,Incubation time (h),Incubation temperature (℃),Centrifugation repetitions,Modification type,Individual proteins,P02647,P02768,P04264,P13645,P35908,P35527,P02788,P02533
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,2,37,1,Anionic,,1.49,2.21,0.83,0,0,0,0.85,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,5,37,1,Anionic,,2.28,1.79,1.28,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,5,37,1,Anionic,,1.53,1.79,0.9,0,0,0,0.65,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,15,37,1,Anionic,,2.36,1.72,1.07,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,15,37,1,Anionic,,1.62,1.86,1.16,0,0,0,0.39,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,30,37,1,Anionic,,1.96,1.6,1.23,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,30,37,1,Anionic,,1.65,2.3,1.01,0,0,0,0.33,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,60,37,1,Anionic,,2.15,2.04,0.8,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,60,37,1,Anionic,,1.59,2.06,0.95,0,0,0,0.28,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,120,37,1,Anionic,,2.13,2.16,0.99,0,0,0,0.24,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,120,37,1,Anionic,,1.61,1.82,1.08,0,0,0,0.37,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,0.5,37,1,Anionic,,3.13,2.33,0.47,0,0,0,1.03,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,0.5,37,1,Neutral,,1.84,2.3,0.41,0,0,0,0.55,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,2,37,1,Anionic,,2.67,2.36,0.54,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,2,37,1,Neutral,,2.6,2.04,0.55,0,0,0,0.53,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,5,37,1,Anionic,,2.45,2.37,0.47,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,5,37,1,Neutral,,2.76,2.22,0.71,0,0,0,0.32,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,15,37,1,Anionic,,3.02,2.37,0.57,0,0,0,0.69,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,15,37,1,Neutral,,2.79,2.31,0.65,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,30,37,1,Anionic,,2.92,2.37,0.26,0,0,0,0.7,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,30,37,1,Neutral,,3.2,2.59,0.85,0,0,0,0.41,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,60,37,1,Anionic,,2.31,1.76,0.3,0,0,0,1.07,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,60,37,1,Neutral,,2.77,2.7,0.71,0,0,0,0.34,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,72,0.085,buffer,120,37,1,Anionic,,3.01,1.49,0.32,0,0,0,0.68,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-9,HP,90,60,15300,20,4,other,sphere,plasma,7.4,75,0.051,buffer,120,37,1,Neutral,,4.07,2.7,0.81,0,0,0,0.11,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,0,37,1,Anionic,,0,6.362134251,0,0,0,0,0,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,1,37,1,Anionic,,0,7.483509809,0,0,0,0,0,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,4,37,1,Anionic,,0,7.900365628,0,0,0,0,0,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,8,37,1,Anionic,,0,8.681542181,0,0,0,0,0,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,12,37,1,Anionic,,0,8.130560985,0,0,0,0,0,0
Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,15,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,7.4,38.88,0.25,DMEM,24,37,1,Anionic,,0,7.666463996,0,0,0,0,0,0
"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,none,223.5,49.5,HP,10,1000,15000,10,25,liposome,sphere,buffer,7.4,223.5,0.126944444,buffer,1,37,1,Neutral,,0,17.3,0,0,0,0,0,0
"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,none,223.5,49.5,HP,50,1000,15000,10,25,liposome,sphere,buffer,7.4,223.5,0.126944444,buffer,1,37,1,Neutral,,0,17,0,0,0,0,0,0
"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,none,287.7,-7.6,HP,10,1000,15000,10,25,liposome,sphere,plasma,7.4,287.7,0.126944444,buffer,1,37,1,Neutral,,0,17.3,0,0,0,0,0,0
"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,none,287.7,-7.6,HP,50,1000,15000,10,25,liposome,sphere,plasma,7.4,287.7,0.126944444,buffer,1,37,1,Neutral,,0,17,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,7.7,5.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,112.7,0.126944444,buffer,1,37,1,Anionic,,6.19,2.5,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,7.7,13.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,46.8,0.126944444,buffer,1,37,1,Anionic,,7.16,3.8,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,none,7.7,27.5,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,28,0.126944444,buffer,1,37,1,Cationic,,7.61,2.22,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,7.7,34.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,71.8,0.126944444,buffer,1,37,1,Anionic,,3.69,2.78,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,SiO2,100.7,36.8,FBS,77.8,35653,20000,10,25,metal,sphere,water,7,100.7,0.126944444,buffer,1,37,1,Neutral,,18.25,1.66,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,7.7,-15.5,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,78.5,0.126944444,buffer,1,37,1,Anionic,,0,5.07,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,TiO2,102.1,-24.9,FBS,77.8,64825,20000,10,25,metal,sphere,water,7,102.1,0.126944444,buffer,1,37,1,Cationic,,7.63,0.64,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,SiO2,102.1,-36.6,FBS,77.8,35653,20000,10,25,metal,sphere,water,7,102.1,0.126944444,buffer,1,37,1,Neutral,,11.18,0,0,0,0,0,0,0
Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,none,143.9,-48.2,FBS,77.8,23540,20000,10,25,metal,sphere,water,7,143.9,0.126944444,buffer,1,37,1,Cationic,,7.19,2.47,0,0,0,0,0,0
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,112,-25.1,FBS,10,100,3000,15,22,metal,sphere,cell culture,7.4,120.9,0.126944444,DMEM,1,37,1,Anionic,,14.2978746,42.67155053,0,0,0,0,0,0
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,20.5,-25.3,FBS,10,100,3000,15,22,metal,sphere,cell culture,7.4,23.4,0.126944444,DMEM,1,37,1,Anionic,,21.50183878,6.716635443,0,0,0,0,0,0.203976159
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,112,-25.5,FBS,10,100,3000,15,22,metal,sphere,water,7,113.2,0.126944444,DMEM,1,37,1,Anionic,,10.7311931,38.82291364,0,0,0,0,0,0
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,21,-27.9,FBS,10,100,3000,15,22,metal,sphere,cell culture,7.4,22.9,0.126944444,DMEM,1,37,1,Anionic,,13.16912197,15.10413891,0,0,0,0,0,0.07376991
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,112,-30,FBS,10,100,3000,15,22,metal,sphere,cell culture,7.4,121.5,0.126944444,DMEM,1,37,1,Anionic,,4.300736823,53.20082445,0,0,0,0,0,0
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,21,-35.9,FBS,10,100,3000,15,22,metal,sphere,water,7,26.6,0.126944444,DMEM,1,37,1,Anionic,,17.20267944,15.56410067,0,0,0,0,0,0.047638535
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,112,-43.6,FBS,10,100,3000,15,22,metal,sphere,water,7,104.5,0.126944444,DMEM,1,37,1,Anionic,,13.57500837,33.73351235,0,0,0,0,0,0
Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,20.5,-46.6,FBS,10,100,3000,15,22,metal,sphere,water,7,24.4,0.126944444,DMEM,1,37,1,Anionic,,14.72105631,17.24277311,0,0,0,0,0,0.067078413
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,7.4,32.7,0.126944444,water,1,39,1,Anionic,,1.939744,65.16081,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,7.4,32.7,0.126944444,water,1,39,1,Anionic,,0,4.850053,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,7.4,32.7,0.126944444,water,1,39,1,Anionic,,3.566636,43.15268,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,7.4,32.7,0.126944444,water,1,39,1,Anionic,,0,25.22252,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,7,43.8,0.126944444,water,1,39,1,Anionic,,1.939744,65.16081,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,7,43.8,0.126944444,water,1,39,1,Anionic,,0,4.850053,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,7,43.8,0.126944444,water,1,39,1,Anionic,,3.566636,43.15268,0,0,0,0,0,0
Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,15.1,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,7,43.8,0.126944444,water,1,39,1,Anionic,,0,25.22252,0,0,0,0,0,0
The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,none,116.6,-19.9,HS,10,1000,15000,20,25,other,sphere,plasma,7.4,220.8,0.288,buffer,24,37,1,Neutral,,4.37,25.53,0.41,0.28,0.11,0.24,0,0.02
The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,none,116.6,-20.1,FBS,10,1000,15000,20,25,other,sphere,plasma,7.4,193.3,0.187,buffer,24,37,1,Neutral,,4.32,18.85,0,0.16,0,0,0,0
The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,none,116.6,-39.1,FBS,10,1000,15000,20,25,other,sphere,buffer,7.4,143.5,0.111,buffer,24,37,1,Neutral,,4.32,18.85,0,0.16,0,0,0,0
The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,none,116.6,-39.1,HS,10,1000,15000,20,25,other,sphere,buffer,7.4,143.5,0.111,buffer,24,37,1,Neutral,,4.37,25.53,0.41,0.28,0.11,0.24,0,0.02
Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,SiO2,none,203,-16.2,HP,50,1000,14000,15,25,other,sphere,plasma,7.4,203,0.19,buffer,1,37,1,Neutral,,2.23965331,3.61269726,3.70086559,1.20512282,1.31909145,2.96821522,0,0.46650795
Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,SiO2,none,152,-18.4,HP,50,1000,14000,15,25,other,sphere,buffer,7.4,152,0.18,buffer,1,37,1,Neutral,,1,6,3,3,3,2,0,1
A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,CaCO3,none,58.27,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,7.4,50,0.126944444,DMEM,12,22,1,Neutral,,3.1310404,15.4283151,0,0,0,0,0,0
A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,CaCO3,none,65.13,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,7.4,50,0.126944444,DMEM,12,22,1,Neutral,,3.1310404,15.4283151,0,0,0,0,0,0
A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,Ca3(PO4)2,none,45.58,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,7.4,100,0.126944444,DMEM,12,22,1,Anionic,,2.9200932,16.0816727,0,0,0,0,0,0
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DPPC,none,246.3,34,RP,50,500,18000,15,25,liposome,sphere,buffer,7.4,246.3,0.126944444,buffer,1,37,1,Neutral,,0,6.17092865,0.06814886,0.0775487,0.05490303,0,0,0.09052226
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DPPC,none,246.3,34,HP,50,500,18000,15,25,liposome,sphere,buffer,7.4,246.3,0.126944444,buffer,1,37,1,Neutral,,0,2.56506413,1.1195933,0.48747087,0.5650047,0.72794038,0,0.45949178
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DSPC,none,421.8,37.1,RP,50,500,18000,15,25,liposome,sphere,buffer,7.4,421.8,0.126944444,buffer,1,37,1,Neutral,,0.04679428,4.37221341,0.1836321,0.14118964,0.12917858,0,0,0.14214866
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DSPC,none,421.8,37.1,HP,50,500,18000,15,25,liposome,sphere,buffer,7.4,421.8,0.126944444,buffer,1,37,1,Neutral,,0,2.94399935,1.10051638,0.65613836,0.65083095,0.72093374,0,0.29164147
Surface chemistry and serum type both determine the nanoparticle-protein corona,Shingosine-Chol-DSPC,none,203,40.8,RP,50,500,18000,15,25,liposome,sphere,buffer,7.4,203,0.126944444,buffer,1,37,1,Cationic,,0,3.43737531,0.1785066,0.12294601,0.06986767,0,0.00794969,0.14039446
Surface chemistry and serum type both determine the nanoparticle-protein corona,Shingosine-Chol-DSPC,none,203,40.8,HP,50,500,18000,15,25,liposome,sphere,buffer,7.4,203,0.126944444,buffer,1,37,1,Cationic,,0,5.58894706,0.89525415,0.56888379,0.52713835,0.67105613,0,0.23533511
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-PC,none,244.3,45.7,RP,50,500,18000,15,25,liposome,sphere,buffer,7.4,244.3,0.126944444,buffer,1,37,1,Neutral,,0.08547039,4.0016246,0.18130083,0.1341001,0.10533323,0,0,0.10159688
Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-PC,none,244.3,45.7,HP,50,500,18000,15,25,liposome,sphere,buffer,7.4,244.3,0.126944444,buffer,1,37,1,Neutral,,0,2.91377783,0.81881539,0.48040016,0.38373887,0.59734919,0,0.1816898
Surface chemistry and serum type both determine the nanoparticle-protein corona,Chol-PC,none,248.8,-10.9,RP,50,500,18000,15,25,liposome,sphere,buffer,7.4,248.8,0.126944444,buffer,1,37,1,Anionic,,0.40881172,5.15549404,0.31351761,0.31880808,0.20462732,0,0.01128869,0.42364523
Surface chemistry and serum type both determine the nanoparticle-protein corona,Chol-PC,none,248.8,-10.9,HP,50,500,18000,15,25,liposome,sphere,buffer,7.4,248.8,0.126944444,buffer,1,37,1,Anionic,,0,7.25495779,1.3120306,1.00641193,0.85641784,0.94441398,0,0.40441954
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,81.7,12.8,HP,55,250,20000,30,20,metal,sphere,water,7,112.2,0.212,buffer,1,37,1,Neutral,,4.23197378,9.764135435,0.315575194,0.040268564,0.604930826,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,39.7,63.1,HP,55,250,20000,30,20,metal,sphere,water,7,52.64,0.207,buffer,1,37,1,Cationic,,5.764756557,13.98270027,0.268671054,0.045711229,0.686692768,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,82.3,69.3,HP,55,250,20000,30,20,metal,sphere,water,7,106.7,0.132,buffer,1,37,1,Cationic,,4.830682638,12.69531152,0.519548764,0,0.663953882,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,81.7,-1.98,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,133,0.035,buffer,1,37,1,Neutral,,4.23197378,9.764135435,0.315575194,0.040268564,0.604930826,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,41.5,-10.8,HP,55,250,20000,30,20,metal,sphere,water,7,68.87,0.143,buffer,1,37,1,Neutral,,4.612087586,12.6393694,1.643735308,0,0.646338643,0.807235975,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,41.5,-3.58,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,69.7,0.074,buffer,1,37,1,Neutral,,4.612087586,12.6393694,1.643735308,0,0.646338643,0.807235975,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,81.8,-43.9,HP,55,250,20000,30,20,metal,sphere,water,7,92.19,0.083,buffer,1,37,1,Anionic,,6.797498211,14.92938039,1.346411893,0.202126052,1.113354071,0.08427325,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,82.3,-5.32,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,317.82,0.181,buffer,1,37,1,Cationic,,4.830682638,12.69531152,0.519548764,0,0.663953882,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,39.7,-7.43,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,331.3,0.205,buffer,1,37,1,Cationic,,5.764756557,13.98270027,0.268671054,0.045711229,0.686692768,0,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,40.2,-73.3,HP,55,250,20000,30,20,metal,sphere,water,7,50.15,0.161,buffer,1,37,1,Anionic,,3.800381987,12.98390888,3.188156729,0.723236634,1.471269098,1.225014532,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,40.2,-8.29,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,69.32,0.27,buffer,1,37,1,Anionic,,3.800381987,12.98390888,3.188156729,0.723236634,1.471269098,1.225014532,0,0
"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,81.8,-8.99,HP,55,250,20000,30,20,metal,sphere,cell culture,7.4,159.5,0.215,buffer,1,37,1,Anionic,,6.797498211,14.92938039,1.346411893,0.202126052,1.113354071,0.08427325,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,8.95,-10.7,HP,10,1107.3,20000,30,4,metal,sphere,plasma,7.4,131,0.126944444,buffer,1,25,1,Anionic,,5.35,2.64,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,9.95,-29.8,HP,10,1107.3,20000,30,4,metal,sphere,PBS,7.4,99.6,0.126944444,buffer,1,25,1,Anionic,,0,2.96,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,9.95,-29.8,HP,10,1107.3,20000,30,4,metal,sphere,plasma,7.4,134.6,0.126944444,buffer,1,25,1,Anionic,,0,2.96,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,9.95,-35.3,HP,55,3555.6,20000,30,4,metal,sphere,PBS,7.4,95.4,0.126944444,buffer,1,25,1,Anionic,,2.97,5.02,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,8.95,-51.4,HP,55,3555.6,20000,30,4,metal,sphere,PBS,7.4,313,0.126944444,buffer,1,25,1,Anionic,,8.14,4.48,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,8.95,-55.9,HP,10,1107.3,20000,30,4,metal,sphere,PBS,7.4,127,0.126944444,buffer,1,25,1,Anionic,,5.35,2.64,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,OAOA,8.95,-7.6,HP,55,3555.6,20000,30,4,metal,sphere,plasma,7.4,1303.3,0.126944444,buffer,1,25,1,Anionic,,8.14,4.48,0,0,0,0,0,0
Surface coatings shape the protein corona of SPIONs with relevance to their application in vivo,Fe3O4,CA,9.95,-8.9,HP,55,3555.6,20000,30,4,metal,sphere,plasma,7.4,169,0.126944444,buffer,1,25,1,Anionic,,2.97,5.02,0,0,0,0,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,5.08,4.37,0.01,0,0,0,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,5.47,4.35,0.04,0,0,0.01,0,0
